booking_id,hotel_id,cust_id,Booking Date,checkin_date,checkout_date,Room_Nights,Num Rooms,Room_Category,Meal_Plan,Booking_Channel,Booking Price(INR),Discount_Applied(%),Net_Amount_Paid(INR),Payment Status,Cancellation Flag,Refund_Amount(INR),Lead_Time_Days,Post_Stay_Rating
BKG000156,HTL0116,CUST01008,27/04/2026,2026-04-30,2026-05-03,3,2.0,Suite,Room Only,Travel Agent,135436.64,5.0,128664.81,success,FALSE,0.0,,
BKG000157,HTL0226,CUST00931,2024-02-01,2024-02-05,2024-02-06,1,1.0,Suite,Half Board,App,20009.15,15.0,17007.78,success,0,0.0,4.0,
BKG000158,HTL0070,CUST03614,2025-08-05,2025-08-07,2025-08-11,4,1.0,Deluxe,Room Only,Website,49259.05,15.0,41870.19,Pending,FALSE,0.0,,
BKG000159,HTL0137,CUST02064,19/05/2025,2025-05-27,2025-05-29,2,1.0,Standard,Breakfast Included,App,19931.54,5.0,18934.96,Failed,FALSE,0.0,8.0,
BKG000160,HTL0071,CUST03654,02/07/2024,2024-07-05,2024-07-07,2,1.0,Deluxe,Half Board,Website,28650.63,10.0,25785.57,Success,0,0.0,3.0,
BKG000161,HTL0179,CUST04363,08/05/2025,2025-05-08,2025-05-10,2,1.0,Standard,Breakfast Included,Website,20404.62,,17343.93,,1,17183.93,0.0,
BKG000162,HTL0221,CUST05319,2025-09-02,2025-09-07,2025-09-10,3,1.0,Deluxe,Room Only,Travel Agent,36871.44,0.0,36871.44,Failed,FALSE,0.0,5.0,3.0
BKG000163,HTL0214,CUST05160,2024-01-08,2024-01-13,2024-01-14,1,,Suite,Breakfast Included,,28917.55,15.0,24579.92,success,N,0.0,5.0,4.0
BKG000164,HTL0045,CUST00303,2025-12-06,2025-12-09,2025-12-11,2,1.0,Premium,Room Only,App,21673.74,5.0,20590.05,pending,0,0.0,3.0,4.0
BKG000165,HTL0077,CUST03307,19/12/2023,2023-12-22,2023-12-26,4,3.0,Standard,Breakfast Included,app,107772.52,0.0,107772.52,Pending,FALSE,0.0,,
BKG000166,HTL0020,CUST05473,2024-04-16,2024-05-27,2024-05-31,4,1.0,Executive,Half Board,Website,56172.2,0.0,56172.2,Pending,no,0.0,,
BKG000167,HTL0104,CUST04635,2024-03-26,2024-03-28,2024-03-30,2,1.0,Deluxe,Room Only,App,24585.24,5.0,23355.98,Failed,no,0.0,2.0,
BKG000168,HTL0124,CUST00346,2026-08-31,2026-08-31,2026-09-01,1,1.0,Standard,Room Only,Call Center,8218.49,15.0,6985.72,Success,FALSE,0.0,,4.0
BKG000169,HTL0013,CUST04404,2024-02-06,2024-02-18,2024-02-22,4,1.0,Standard,Breakfast Included,App,27501.76,0.0,27501.76,Refunded,no,0.0,12.0,4.0
BKG000170,HTL0031,CUST03337,2024-11-19,2024-12-11,2024-12-12,1,3.0,Deluxe,Half Board,Website,38816.45,0.0,38816.45,Success,Yes,25837.18,,
BKG000171,HTL0036,CUST02262,10/07/2026,2026-07-11,2026-07-14,3,1.0,Suite,Room Only,Website,39724.42,5.0,37738.2,success,1,21994.08,1.0,
BKG000172,HTL0091,CUST00080,31/10/2024,2024-11-12,2024-11-13,1,4.0,Standard,Breakfast Included,App,50243.97,5.0,47731.77,Success,N,0.0,,3.0
BKG000173,HTL0120,CUST01920,28/10/2025,2025-11-01,2025-11-02,1,1.0,Premium,Breakfast Included,Travel Agent,11287.13,10.0,10158.42,failed,no,0.0,4.0,
BKG000174,HTL0200,CUST01364,2023-10-07,2023-10-09,2023-10-11,2,1.0,Standard,Half Board,,16819.42,0.0,16819.42,Success,N,0.0,,
BKG000175,HTL0298,CUST01527,2025-05-23,2025-05-28,2025-05-29,1,2.0,Standard,Room Only,App,22193.42,15.0,18864.41,SUCCESS,No,0.0,,4.0
BKG000176,HTL0280,CUST04781,2023-09-20,2023-09-23,2023-09-25,2,2.0,Standard,Breakfast Included,Website,40177.3,5.0,38168.44,success,FALSE,0.0,,
BKG000177,HTL0039,CUST05216,2026-04-05,2026-04-12,2026-04-13,1,1.0,Suite,Half Board,Website,15763.91,15.0,13399.32,success,No,0.0,,4.0
BKG000178,HTL0082,CUST02299,2026-01-21,2026-02-05,2026-02-06,1,1.0,Deluxe,Room Only,Website,14796.52,0.0,14796.52,Refunded,0,0.0,15.0,3.0
BKG000179,HTL0132,CUST03535,21/08/2026,2026-09-19,2026-09-21,2,1.0,Premium,Breakfast Included,App,28105.29,15.0,23889.5,failed,FALSE,0.0,29.0,
BKG000180,HTL0214,CUST04520,15/03/2024,2024-03-29,2024-04-04,6,1.0,Standard,Room Only,,48162.32,0.0,48162.32,Pending,No,0.0,,
BKG000181,HTL0016,CUST03878,12/10/2024,2024-10-16,2024-10-17,1,3.0,Deluxe,Half Board,App,31601.2,15.0,26861.02,success,FALSE,0.0,4.0,4.0
BKG000182,HTL0253,CUST02851,2024-06-01,2024-06-23,2024-06-24,1,4.0,Premium,Breakfast Included,App,49325.09,10.0,44392.58,success,N,0.0,22.0,
BKG000183,HTL0099,CUST04044,2025-06-06,2025-06-29,2025-06-30,1,1.0,Deluxe,Breakfast Included,Travel Agent,7813.33,5.0,7422.66,success,FALSE,0.0,23.0,3.0
BKG000184,HTL0016,CUST05128,02/02/2024,2024-02-16,2024-02-18,2,2.0,Premium,Full Board,App,62327.34,0.0,62327.34,Success,No,0.0,,4.0
BKG000185,HTL0262,CUST04471,2025-05-29,2025-06-16,2025-06-19,3,1.0,Standard,Room Only,App,15036.07,20.0,12028.86,success,No,0.0,,3.0
BKG000186,HTL0194,CUST01954,2025-05-22,2025-06-12,2025-06-18,6,,Deluxe,Room Only,App,48095.43,15.0,40881.12,success,1,21393.94,,
BKG000187,HTL0156,CUST01893,2025-03-16,2025-03-24,2025-03-27,3,1.0,Suite,Breakfast Included,App,51154.18,5.0,48596.47,Failed,0,0.0,8.0,
BKG000188,HTL0235,CUST02974,2024-02-07,2024-02-07,2024-02-10,3,1.0,Standard,Full Board,Website,33367.06,20.0,26693.65,success,TRUE,15040.43,0.0,
BKG000189,HTL0165,CUST02267,22/04/2026,2026-04-22,2026-04-26,4,1.0,Standard,Full Board,Travel Agent,40717.27,20.0,32573.82,Success,N,0.0,,3.0
BKG000190,HTL0013,CUST00278,2026-04-11,2026-04-12,2026-04-14,2,3.0,Deluxe,Room Only,App,58831.66,0.0,58831.66,success,N,0.0,1.0,3.0
BKG000191,HTL0254,CUST04474,2024-05-08,2024-05-15,2024-05-17,2,2.0,Deluxe,Room Only,,47246.86,15.0,40159.83,Failed,No,0.0,7.0,
BKG000192,HTL0124,CUST01881,10/01/2024,2024-01-29,2024-01-30,1,1.0,Standard,Half Board,App,6418.38,10.0,5776.54,Failed,no,0.0,19.0,5.0
BKG000193,HTL0046,CUST05900,11/08/2026,2026-08-22,2026-08-25,3,1.0,Standard,Breakfast Included,Website,29758.3,10.0,26782.47,Success,no,0.0,,3.0
BKG000194,HTL0296,CUST02787,2023-11-05,2023-11-16,2023-11-18,2,,Executive,Breakfast Included,Website,19144.92,5.0,18187.67,Success,0,0.0,,5.0
BKG000195,HTL0165,CUST00964,07/07/2024,2024-07-07,2024-07-10,3,1.0,Standard,Room Only,Website,30799.03,25.0,23099.27,SUCCESS,Yes,17059.63,0.0,
BKG000196,HTL0128,CUST01699,2025-05-22,2025-06-03,2025-06-06,3,1.0,Standard,Breakfast Included,,22358.97,15.0,19005.12,success,No,0.0,,2.0
BKG000197,HTL0079,CUST03266,2025-03-21,2025-03-26,2025-04-03,8,2.0,Suite,Breakfast Included,app,167760.88,0.0,167760.88,failed,N,0.0,5.0,
BKG000198,HTL0189,CUST02972,2026-03-17,2026-05-07,2026-05-08,1,1.0,Premium,Room Only,Website,15560.52,20.0,12448.42,Success,0,0.0,,4.0
BKG000199,HTL0085,CUST04377,2026-08-19,2026-09-01,2026-09-02,1,1.0,Deluxe,Full Board,App,9980.64,10.0,8982.58,Success,FALSE,0.0,,
BKG000200,HTL0127,CUST04534,2026-04-01,2026-04-10,2026-04-13,3,1.0,Standard,Breakfast Included,Call Center,40873.56,0.0,40873.56,failed,0,0.0,9.0,
BKG000201,HTL0053,CUST01071,2026-01-05,2026-01-11,2026-01-14,3,3.0,Suite,Room Only,Travel Agent,135055.75,0.0,135055.75,Failed,no,0.0,,4.0
BKG000202,HTL0138,CUST02025,2024-09-16,2024-10-22,2024-10-24,2,4.0,Standard,Breakfast Included,Website,59057.22,0.0,59057.22,Success,No,0.0,36.0,
BKG000203,HTL0020,CUST03107,2025-12-16,2025-12-18,2025-12-24,6,1.0,Standard,Breakfast Included,App,69223.27,15.0,58839.78,Pending,FALSE,0.0,,2.0
BKG000204,HTL0102,CUST04629,2024-10-14,2024-10-14,2024-10-16,2,1.0,Suite,Breakfast Included,Website,25417.49,5.0,24146.62,Success,N,0.0,,3.0
BKG000205,HTL0300,CUST01471,2025-03-17,2025-04-04,2025-04-11,7,1.0,Standard,Room Only,WEBSITE,83664.66,10.0,75298.19,success,FALSE,0.0,18.0,
BKG000206,HTL0291,CUST03709,2023-11-24,2023-12-27,2023-12-28,1,1.0,Premium,Full Board,,12298.51,5.0,11683.58,success,Y,10170.17,33.0,
BKG000207,HTL0177,CUST04577,2023-10-11,2023-10-12,2023-10-15,3,1.0,Standard,Half Board,App,21929.34,0.0,21929.34,Success,No,0.0,,3.0
BKG000208,HTL0065,CUST04245,08/04/2024,2024-04-11,2024-04-15,4,1.0,Premium,Half Board,App,41007.61,5.0,38957.23,success,TRUE,37802.11,3.0,
BKG000209,HTL0211,CUST05042,11/02/2026,2026-02-28,2026-03-08,8,1.0,Deluxe,Breakfast Included,App,98827.63,0.0,98827.63,Pending,FALSE,0.0,,4.0
BKG000210,HTL0014,CUST01993,2026-08-09,2026-08-31,2026-09-03,3,1.0,Deluxe,Breakfast Included,Call Center,41155.96,15.0,34982.57,failed,No,0.0,,4.0
BKG000211,HTL0046,CUST00775,10/10/2024,2024-11-01,2024-11-03,2,1.0,Standard,Full Board,App,23773.09,0.0,23773.09,success,FALSE,0.0,22.0,
BKG000212,HTL0109,CUST03021,2026-05-12,2026-06-08,2026-06-10,2,2.0,Standard,Room Only,Website,25802.75,0.0,25802.75,Success,No,0.0,,5.0
BKG000213,HTL0186,CUST04803,2025-10-05,2025-10-30,2025-11-01,2,1.0,Deluxe,Room Only,,8588.76,20.0,6871.01,failed,N,0.0,,3.0
BKG000214,HTL0189,CUST04255,2024-08-13,2024-08-23,2024-08-24,1,1.0,Deluxe,Room Only,Travel Agent,15467.17,5.0,14693.81,success,FALSE,0.0,10.0,5.0
BKG000215,HTL0124,CUST00142,2024-05-24,2024-05-30,2024-05-31,1,1.0,Deluxe,Half Board,app,8748.2,0.0,8748.2,success,No,0.0,6.0,3.0
BKG000216,HTL0256,CUST04593,27/12/2025,2026-01-24,2026-01-26,2,1.0,Suite,Room Only,App,46420.67,20.0,37136.54,success,0,0.0,,4.0
BKG000217,HTL0152,CUST00735,2025-11-19,2025-11-22,2025-11-23,1,3.0,Deluxe,Breakfast Included,Website,49027.41,0.0,49027.41,success,yes,41051.21,3.0,
BKG000218,HTL0271,CUST02944,2024-11-05,2024-12-05,2024-12-06,1,1.0,Deluxe,Breakfast Included,Website,14133.8,0.0,14133.8,success,No,0.0,30.0,5.0
BKG000219,HTL0132,CUST00166,23/01/2026,2026-02-10,2026-02-11,1,1.0,Deluxe,Room Only,,10086.85,5.0,9582.51,Success,no,0.0,18.0,3.0
BKG000220,HTL0180,CUST05910,2024-10-09,2024-10-10,2024-10-11,1,4.0,Suite,Half Board,App,27651.41,0.0,27651.41,SUCCESS,0,0.0,1.0,
BKG000221,HTL0052,CUST01453,22/09/2023,2023-09-27,2023-10-05,8,1.0,Deluxe,Half Board,,72804.84,5.0,69164.6,success,no,0.0,,
BKG000222,HTL0230,CUST02261,2025-12-13,2025-12-21,2025-12-24,3,1.0,Standard,Breakfast Included,Website,24449.07,0.0,24449.07,failed,N,0.0,8.0,3.0
BKG000223,HTL0007,CUST05481,2023-11-20,2023-11-22,2023-11-23,1,1.0,Premium,Room Only,,9471.47,20.0,7577.18,Success,N,0.0,2.0,3.0
BKG000224,HTL0242,CUST04867,2024-06-08,2024-06-18,2024-06-19,1,3.0,Executive,Room Only,,45180.78,15.0,38403.66,Refunded,0,0.0,,3.0
BKG000225,HTL0252,CUST00469,2025-10-14,2025-10-27,2025-10-29,2,1.0,Standard,Half Board,Website,10647.32,15.0,9050.22,SUCCESS,No,0.0,,5.0
BKG000226,HTL0037,CUST01897,10/03/2026,2026-03-10,2026-03-13,3,2.0,Suite,Half Board,Call Center,106493.73,5.0,101169.04,Success,No,0.0,,
BKG000227,HTL0166,CUST00641,2025-07-24,2025-08-14,2025-08-15,1,2.0,Standard,Half Board,App,17600.42,0.0,17600.42,Success,FALSE,0.0,21.0,4.0
BKG000228,HTL0048,CUST00919,2026-07-26,2026-08-05,2026-08-08,3,4.0,Deluxe,Room Only,WEBSITE,115163.98,15.0,97889.38,Success,No,0.0,10.0,3.0
BKG000229,HTL0136,CUST05701,2024-01-18,2024-02-01,2024-02-03,2,1.0,Deluxe,Half Board,Website,21268.37,0.0,21268.37,failed,N,0.0,,
BKG000230,HTL0123,CUST01945,2023-11-24,2023-11-26,2023-11-27,1,1.0,Standard,Breakfast Included,Website,8057.38,10.0,7251.64,Failed,yes,4089.24,,
BKG000231,HTL0033,CUST01173,2026-05-14,2026-06-02,2026-06-05,3,1.0,Deluxe,Breakfast Included,Website,41319.05,10.0,37187.15,pending,No,0.0,,
BKG000232,HTL0177,CUST02673,12/12/2023,2023-12-15,2023-12-24,9,1.0,Suite,Breakfast Included,Travel Agent,124334.76,15.0,105684.55,success,No,0.0,3.0,
BKG000233,HTL0113,CUST00958,19/03/2026,2026-04-28,2026-04-29,1,1.0,Deluxe,Half Board,Website,5788.91,0.0,5788.91,success,FALSE,0.0,40.0,4.0
BKG000234,HTL0296,CUST05999,2023-12-16,2023-12-17,2023-12-19,2,1.0,Standard,Breakfast Included,,14360.97,0.0,14360.97,Refunded,no,0.0,1.0,
BKG000235,HTL0297,CUST02187,18/12/2024,2024-12-18,2024-12-20,2,1.0,Premium,Room Only,Website,24482.29,10.0,22034.06,Success,No,0.0,0.0,2.0
BKG000236,HTL0096,CUST01147,2025-09-06,2025-09-15,2025-09-18,3,1.0,Suite,Half Board,WEBSITE,50523.9,10.0,45471.51,Success,No,0.0,9.0,
BKG000237,HTL0138,CUST02279,2025-06-24,2025-07-17,2025-07-18,1,1.0,Standard,Half Board,Website,8197.01,0.0,8197.01,failed,N,0.0,,3.0
BKG000238,HTL0152,CUST02581,2025-06-03,2025-06-13,2025-06-17,4,2.0,Suite,Breakfast Included,App,174762.63,0.0,174762.63,success,no,0.0,10.0,
BKG000239,HTL0222,CUST01687,10/02/2026,2026-02-19,2026-02-24,5,2.0,Premium,Breakfast Included,Website,84213.16,0.0,84213.16,SUCCESS,TRUE,81886.7,9.0,
BKG000240,HTL0226,CUST02039,09/09/2025,2025-09-12,2025-09-13,1,4.0,Standard,Half Board,App,55421.13,5.0,52650.07,Refunded,N,0.0,3.0,4.0
BKG000241,HTL0221,CUST05167,2025-03-03,2025-03-12,2025-03-14,2,4.0,Standard,Full Board,,97530.79,0.0,97530.79,Failed,Yes,74214.89,9.0,
BKG000242,HTL0147,CUST00793,24/11/2025,2025-11-27,2025-11-29,2,1.0,Deluxe,Breakfast Included,Call Center,19735.3,0.0,19735.3,Refunded,FALSE,0.0,3.0,
BKG000243,HTL0055,CUST01354,2025-03-12,2025-03-21,2025-03-22,1,1.0,Deluxe,Breakfast Included,Website,12647.24,5.0,12014.88,Pending,No,0.0,9.0,3.0
BKG000244,HTL0170,CUST05872,28/07/2025,2025-08-06,2025-08-08,2,2.0,Suite,Full Board,Travel Agent,75986.36,20.0,60789.09,Success,FALSE,0.0,,
BKG000245,HTL0051,CUST04817,2024-07-29,2024-08-09,2024-08-10,1,3.0,Deluxe,Half Board,App,42269.63,15.0,35929.19,Failed,0,0.0,,
BKG000246,HTL0270,CUST04243,2025-09-03,2025-09-15,2025-09-16,1,1.0,Standard,Half Board,App,10219.79,5.0,9708.8,Success,0,0.0,,4.0
BKG000247,HTL0202,CUST04983,03/10/2025,2025-11-02,2025-11-05,3,1.0,Deluxe,Breakfast Included,Travel Agent,38852.59,0.0,38852.59,Success,No,0.0,,4.0
BKG000248,HTL0299,CUST03632,2025-01-11,2025-01-11,2025-01-15,4,4.0,Standard,Half Board,app,251489.67,15.0,213766.22,pending,No,0.0,0.0,
BKG000249,HTL0107,CUST00438,2024-08-11,2024-08-27,2024-09-01,5,1.0,Standard,Breakfast Included,App,52221.35,10.0,46999.22,Failed,no,0.0,16.0,4.0
BKG000250,HTL0035,CUST04996,2025-01-06,2025-01-12,2025-01-19,7,1.0,Suite,Full Board,,111375.1,0.0,111375.1,success,0,0.0,6.0,
BKG000251,HTL0021,CUST02304,2024-08-07,2024-08-10,2024-08-15,5,2.0,Standard,Room Only,app,130981.94,0.0,130981.94,SUCCESS,0,0.0,3.0,3.0
BKG000252,HTL0237,CUST05608,2024-10-14,2024-10-20,2024-10-21,1,1.0,Standard,Room Only,Website,11192.86,25.0,8394.64,success,0,0.0,6.0,2.0
BKG000253,HTL0196,CUST03130,2024-03-28,2024-04-21,2024-04-26,5,2.0,Premium,Full Board,app,97981.43,5.0,93082.36,success,No,0.0,24.0,3.0
BKG000254,HTL0056,CUST00959,2025-09-23,2025-10-10,2025-10-11,1,1.0,Standard,Breakfast Included,Website,13364.22,5.0,12696.01,,N,0.0,17.0,3.0
BKG000255,HTL0160,CUST02960,2026-01-31,2026-01-31,2026-02-02,2,1.0,Standard,Full Board,Call Center,14124.68,5.0,13418.45,failed,No,0.0,0.0,2.0
BKG000256,HTL0063,CUST04533,2025-06-05,2025-06-20,2025-06-21,1,2.0,Standard,Room Only,App,20913.7,5.0,19868.02,Success,N,0.0,,
BKG000257,HTL0159,CUST05190,05/02/2025,2025-02-14,2025-02-15,1,1.0,Standard,Breakfast Included,Travel Agent,10016.89,10.0,9015.2,,N,0.0,,2.0
BKG000258,HTL0299,CUST02277,2025-11-28,2025-11-29,2025-11-30,1,1.0,Standard,Room Only,Call Center,19209.64,15.0,16328.19,success,FALSE,0.0,1.0,5.0
BKG000259,HTL0271,CUST01974,2024-12-27,2025-01-06,2025-01-07,1,1.0,Standard,Half Board,,12895.59,0.0,12895.59,failed,N,0.0,,
BKG000260,HTL0070,CUST01110,28/01/2025,2025-01-29,2025-01-31,2,1.0,Deluxe,Room Only,WEBSITE,29853.38,5.0,28360.71,SUCCESS,FALSE,0.0,,
BKG000261,HTL0295,CUST05979,2025-10-20,2025-11-07,2025-11-10,3,1.0,Deluxe,Room Only,Website,39807.72,20.0,31846.18,Success,N,0.0,18.0,
BKG000262,HTL0139,CUST00592,13/11/2024,2024-11-22,2024-11-30,8,,Deluxe,Breakfast Included,Website,93457.8,20.0,74766.24,success,no,0.0,,2.0
BKG000263,HTL0287,CUST01447,2025-01-31,2025-02-11,2025-02-12,1,1.0,Deluxe,Breakfast Included,Website,4006.83,20.0,3205.46,success,No,0.0,,
BKG000264,HTL0024,CUST05873,2024-07-20,2024-07-21,2024-07-22,1,2.0,Standard,Room Only,App,24546.56,15.0,20864.58,success,FALSE,0.0,1.0,
BKG000265,HTL0053,CUST05741,2025-06-18,2025-06-25,2025-06-27,2,1.0,Deluxe,Breakfast Included,Call Center,21384.97,15.0,18177.22,Success,0,0.0,,2.0
BKG000266,HTL0055,CUST03188,2025-11-30,2025-12-20,2025-12-21,1,2.0,Standard,Full Board,App,17650.32,15.0,15002.77,success,No,0.0,20.0,
BKG000267,HTL0067,CUST01304,2025-02-15,2025-02-23,2025-02-25,2,1.0,Premium,Half Board,App,35194.94,25.0,26396.2,success,0,0.0,8.0,3.0
BKG000268,HTL0091,CUST05083,2023-12-27,2024-01-26,2024-01-27,1,,Standard,Breakfast Included,Call Center,15808.37,5.0,15017.95,Success,Yes,10224.25,,
BKG000269,HTL0136,CUST04127,13/11/2025,2025-11-21,2025-11-22,1,1.0,Standard,Breakfast Included,App,9556.4,15.0,8122.94,failed,0,0.0,8.0,4.0
BKG000270,HTL0177,CUST04747,09/01/2025,2025-01-18,2025-01-27,9,1.0,Standard,Half Board,Website,77668.31,0.0,77668.31,pending,No,0.0,9.0,4.0
BKG000271,HTL0296,CUST05560,2025-02-15,2025-03-05,2025-03-08,3,1.0,Suite,Breakfast Included,App,34304.57,0.0,34304.57,Refunded,FALSE,0.0,,
BKG000272,HTL0138,CUST02233,2025-08-03,2025-08-03,2025-08-04,1,1.0,Suite,Room Only,,14584.75,0.0,14584.75,Refunded,N,0.0,,3.0
BKG000273,HTL0196,CUST03482,12/02/2025,2025-03-02,2025-03-05,3,3.0,Standard,Breakfast Included,App,67173.35,10.0,60456.02,Success,No,0.0,,3.0
BKG000274,HTL0098,CUST03234,2024-04-21,2024-05-06,2024-05-08,2,2.0,Standard,Breakfast Included,Website,25825.31,25.0,19368.98,pending,N,0.0,,
BKG000275,HTL0284,CUST04834,14/01/2025,2025-02-06,2025-02-08,2,1.0,Standard,Room Only,Website,12039.1,15.0,10233.24,SUCCESS,no,0.0,,
BKG000276,HTL0273,CUST04356,2026-09-06,2026-09-17,2026-09-20,3,2.0,Standard,Breakfast Included,,32673.99,0.0,32673.99,Success,0,0.0,11.0,3.0
BKG000277,HTL0126,CUST01193,09/02/2026,2026-02-19,2026-02-20,1,1.0,Executive,Full Board,App,13575.03,0.0,13575.03,Success,Y,7337.93,,
BKG000278,HTL0207,CUST01612,2024-06-22,2024-06-30,2024-07-01,1,1.0,Deluxe,Full Board,Website,13041.12,0.0,13041.12,Success,No,0.0,,
BKG000279,HTL0275,CUST01005,2023-12-24,2024-01-25,2024-01-26,1,2.0,Standard,Half Board,Website,17581.81,5.0,16702.72,SUCCESS,0,0.0,32.0,3.0
BKG000280,HTL0296,CUST01520,28/12/2025,2025-12-31,2026-01-02,2,2.0,Executive,Half Board,WEBSITE,47459.22,10.0,42713.3,SUCCESS,N,0.0,3.0,
BKG000281,HTL0113,CUST01535,2024-04-04,2024-04-14,2024-04-16,2,1.0,Standard,Breakfast Included,Website,12398.62,15.0,10538.83,Failed,FALSE,0.0,10.0,4.0
BKG000282,HTL0287,CUST03915,2026-04-02,2026-04-07,2026-04-10,3,1.0,Deluxe,Half Board,App,15122.79,0.0,15122.79,Refunded,0,0.0,5.0,3.0
BKG000283,HTL0073,CUST00633,18/03/2026,2026-03-26,2026-03-29,3,1.0,Suite,Half Board,Website,26999.21,5.0,25649.25,Success,Y,21926.86,8.0,
BKG000284,HTL0295,CUST02274,2024-11-01,2024-11-04,2024-11-08,4,1.0,Suite,Room Only,Website,59831.34,0.0,59831.34,Success,N,0.0,,5.0
BKG000285,HTL0287,CUST03780,2023-10-02,2023-10-08,2023-10-09,1,2.0,Deluxe,Room Only,App,8569.72,5.0,8141.23,success,N,0.0,6.0,4.0
BKG000286,HTL0167,CUST03502,2024-10-15,2024-10-22,2024-10-24,2,1.0,Deluxe,Breakfast Included,Website,26295.74,0.0,26295.74,success,0,0.0,7.0,
BKG000287,HTL0157,CUST01536,2026-02-26,2026-02-28,2026-03-02,2,1.0,Deluxe,Room Only,,27707.91,10.0,24937.12,success,0,0.0,,4.0
BKG000288,HTL0125,CUST05524,2025-05-14,2025-05-17,2025-05-18,1,4.0,Premium,Half Board,Website,45016.15,0.0,45016.15,Success,no,0.0,,3.0
BKG000289,HTL0190,CUST04608,2025-02-17,2025-02-20,2025-02-22,2,1.0,Standard,Breakfast Included,,19427.44,0.0,19427.44,success,no,0.0,,
BKG000290,HTL0294,CUST05713,13/03/2026,2026-04-10,2026-04-14,4,4.0,Deluxe,Full Board,App,209407.18,0.0,209407.18,Success,0,0.0,,2.0
BKG000291,HTL0054,CUST01289,26/12/2023,2023-12-27,2023-12-30,3,1.0,Suite,Breakfast Included,Call Center,90543.2,0.0,90543.2,failed,No,0.0,,
BKG000292,HTL0098,CUST03013,2026-05-16,2026-05-20,2026-05-21,1,1.0,Deluxe,Half Board,Website,8508.93,20.0,6807.14,Failed,no,0.0,4.0,
BKG000293,HTL0229,CUST00335,2023-12-04,2023-12-25,2023-12-29,4,,Standard,Breakfast Included,Website,46992.51,0.0,46992.51,Success,No,0.0,,4.0
BKG000294,HTL0145,CUST04725,2025-05-04,2025-05-19,2025-05-21,2,1.0,Deluxe,Room Only,Website,22821.29,0.0,22821.29,failed,FALSE,0.0,,
BKG000295,HTL0188,CUST03717,2024-07-02,2024-07-10,2024-07-11,1,1.0,Standard,Breakfast Included,App,10705.55,10.0,9634.99,Failed,N,0.0,8.0,
BKG000296,HTL0116,CUST02055,2024-11-03,2024-11-09,2024-11-17,8,1.0,Deluxe,Room Only,Travel Agent,103527.51,5.0,98351.13,Success,No,0.0,,
BKG000297,HTL0138,CUST02987,2026-06-22,2026-07-31,2026-08-02,2,1.0,Premium,Breakfast Included,app,25501.33,0.0,25501.33,SUCCESS,N,0.0,,
BKG000298,HTL0203,CUST03061,26/12/2025,2026-01-17,2026-01-18,1,4.0,Deluxe,Room Only,App,41462.38,10.0,37316.14,,no,0.0,22.0,
BKG000299,HTL0025,CUST03605,2024-10-09,2024-10-10,2024-10-17,7,1.0,Standard,Room Only,App,64736.34,,64736.34,Success,FALSE,0.0,,
BKG000300,HTL0098,CUST02746,2024-11-22,2024-11-29,2024-12-02,3,2.0,Standard,Half Board,Travel Agent,53649.29,10.0,48284.36,Refunded,No,0.0,,
BKG000301,HTL0197,CUST05275,2025-08-02,2025-08-16,2025-08-17,1,2.0,Standard,Room Only,Website,20219.44,10.0,18197.5,success,No,0.0,14.0,4.0
BKG000302,HTL0179,CUST03344,2026-01-10,2026-01-16,2026-01-17,1,1.0,Executive,Room Only,app,14007.29,15.0,11906.2,,N,0.0,6.0,5.0
BKG000303,HTL0191,CUST00503,2025-03-14,2025-03-15,2025-03-17,2,2.0,Deluxe,Breakfast Included,Travel Agent,66848.92,5.0,63506.47,failed,No,0.0,1.0,
BKG000304,HTL0147,CUST01579,2026-07-03,2026-07-08,2026-07-09,1,1.0,Executive,Breakfast Included,App,10008.79,15.0,8507.47,success,N,0.0,5.0,3.0
BKG000305,HTL0100,CUST00209,31/05/2025,2025-06-16,2025-06-22,6,1.0,Premium,Breakfast Included,Website,94332.02,0.0,94332.02,Success,no,0.0,,2.0
BKG000306,HTL0090,CUST04204,2026-04-11,2026-04-12,2026-04-16,4,1.0,Deluxe,Half Board,Website,54831.91,20.0,43865.53,Refunded,No,0.0,1.0,3.0
BKG000307,HTL0125,CUST02652,2023-10-31,2023-11-27,2023-11-30,3,1.0,Standard,Half Board,App,19626.73,0.0,19626.73,SUCCESS,N,0.0,27.0,
BKG000308,HTL0066,CUST03030,2024-09-07,2024-09-16,2024-09-17,1,1.0,Deluxe,Breakfast Included,Website,16133.05,10.0,14519.74,Success,No,0.0,,
BKG000309,HTL0238,CUST04591,2023-11-07,2023-11-09,2023-11-11,2,1.0,Deluxe,Breakfast Included,Travel Agent,17079.53,0.0,17079.53,Refunded,Y,14813.63,2.0,
BKG000310,HTL0248,CUST04070,2025-12-29,2026-01-07,2026-01-13,6,1.0,Deluxe,Half Board,app,89829.63,25.0,67372.22,Failed,No,0.0,9.0,4.0
BKG000311,HTL0013,CUST00242,2024-05-04,2024-05-08,2024-05-12,4,3.0,Standard,Full Board,Website,84068.51,15.0,71458.23,Success,0,0.0,4.0,4.0
BKG000312,HTL0261,CUST04414,2024-06-03,2024-06-24,2024-06-27,3,1.0,Suite,Breakfast Included,app,41464.01,10.0,37317.61,Success,N,0.0,21.0,2.0
