hotel_id,Search_Date,Stay Date,Device,Search_Rank_Position,Click_Flag,Price Shown(INR),Competitor Avg Price,Occupancy Rate(%),Conversion_Flag
HTL0223,2025-07-09,2025-07-10,android app,,1,10039.17,,,1
HTL0063,2025-02-11,2025-03-17,Android App,7.0,0,10061.5,,44.7,0
HTL0004,2024-09-28,2024-09-28,Mobile Web,15.0,0,11424.41,9449.88,37.0,0
HTL0208,2025-08-06,2025-08-28,Mobile Web,2.0,1,7293.62,,51.0,0
HTL0273,2025-08-26,2025-09-20,Mobile Web,8.0,0,7541.33,6741.56,42.0,0
HTL0050,2024-08-31,2024-09-09,android app,4.0,0,8661.18,,35.6,0
HTL0035,2026-07-26,2026-08-17,android app,4.0,0,10579.44,,62.5,0
HTL0138,2026-07-24,2026-08-13,,1.0,0,10286.26,12512.96,30.0,0
HTL0046,2025-05-29,2025-05-29,Android App,4.0,1,8276.02,,66.1,0
HTL0240,2025-04-14,2025-04-19,iOS App,5.0,0,10209.16,11747.03,56.5,0
HTL0157,2023-10-08,2023-10-20,Android App,12.0,1,10567.2,,50.2,0
HTL0214,2026-02-05,2026-02-14,Mobile Web,1.0,1,8249.89,,65.2,0
HTL0103,2023-12-06,2023-12-28,iOS App,17.0,0,7492.87,,58.0,0
HTL0029,2026-04-21,2026-05-12,Android App,8.0,0,10828.43,,30.5,0
HTL0012,2026-07-31,2026-08-06,Android App,4.0,0,8175.2,8469.33,58.5,0
HTL0058,2024-06-23,2024-06-23,Desktop Web,7.0,1,6629.24,,91.8,1
HTL0219,2024-01-17,2024-01-22,iOS App,8.0,0,5634.54,5684.41,53.1,0
HTL0082,2024-05-09,2024-05-21,Mobile Web,11.0,1,12607.63,9847.29,56.3,0
HTL0023,2023-11-10,2023-11-18,,16.0,0,5564.72,,38.7,0
HTL0085,2025-04-01,2025-04-08,Desktop Web,2.0,1,6879.47,7058.11,26.8,1
HTL0200,2024-06-03,2024-06-11,iOS App,17.0,1,7519.03,8576.34,60.8,0
HTL0139,2025-03-03,2025-03-07,IOS APP,7.0,0,10497.19,,,0
HTL0012,2024-09-29,2024-10-15,Android App,5.0,1,7393.75,7950.33,72.2,0
HTL0226,2025-11-16,2025-12-05,,1.0,1,11388.55,10083.74,77.5,0
HTL0066,2026-03-18,2026-03-20,,6.0,0,12069.75,13250.13,50.8,0
HTL0001,2025-08-15,2025-08-22,IOS APP,1.0,0,8586.05,9828.82,25.3,0
HTL0259,2026-05-21,2026-06-11,iOS App,13.0,1,10053.92,9814.2,71.7,0
HTL0035,2024-04-10,2024-04-16,iOS App,3.0,0,10017.25,9273.18,76.7,0
HTL0019,2025-10-19,2025-11-22,android app,4.0,0,4050.76,,24.8,0
HTL0112,2024-03-28,2024-05-31,,,1,11752.33,10630.75,97.5,0
HTL0236,2024-09-23,2024-10-05,Mobile Web,1.0,1,13694.99,9055.84,60.2,0
HTL0062,2023-09-25,2023-10-02,,,0,8263.22,,75.3,0
HTL0132,2023-10-15,2023-10-20,iOS App,1.0,0,10250.99,9385.36,31.7,0
HTL0175,2026-07-14,2026-08-02,Android App,4.0,0,11819.35,9080.16,67.5,0
HTL0109,2025-01-26,2025-02-04,Android App,1.0,1,5224.67,,41.7,0
HTL0182,2024-10-06,2024-10-12,iOS App,5.0,1,13764.75,14119.64,37.9,0
HTL0005,2024-10-23,2024-12-07,Android App,1.0,0,9805.83,,33.9,0
HTL0275,2025-06-20,2025-06-24,Mobile Web,16.0,0,9790.74,9774.79,33.8,0
HTL0293,2023-10-09,2023-11-22,IOS APP,8.0,0,10239.78,,52.9,0
HTL0233,2024-04-01,2024-05-14,Mobile Web,9.0,1,8752.1,7652.7,77.7,0
HTL0168,2024-01-15,2024-01-21,IOS APP,17.0,1,10190.67,,62.9,0
HTL0213,2026-05-23,2026-05-26,,3.0,0,9666.79,,69.7,0
HTL0209,2024-01-27,2024-02-04,IOS APP,8.0,0,9223.94,11332.1,38.7,0
HTL0192,2026-03-01,2026-03-25,,3.0,0,7082.53,,42.4,0
HTL0243,2025-09-16,2025-09-19,iOS App,1.0,1,9189.98,8635.42,91.1,0
HTL0293,2025-04-25,2025-05-07,Desktop Web,,1,9479.17,,60.7,1
HTL0089,2026-07-01,2026-07-09,Mobile Web,7.0,0,9340.46,8625.12,,0
HTL0283,2025-01-17,2025-02-05,iOS App,10.0,0,9283.88,10664.61,,0
HTL0266,2025-08-26,2025-08-31,iOS App,2.0,0,5611.42,,,0
HTL0132,2025-06-01,2025-06-06,,1.0,0,7791.36,9700.22,,0
HTL0207,2026-03-28,2026-04-06,,3.0,0,10546.17,11432.86,55.9,0
HTL0134,2026-05-22,2026-05-28,Mobile Web,6.0,0,5186.22,6038.07,47.0,0
HTL0257,2024-02-01,2024-02-27,iOS App,1.0,1,11848.97,12865.31,100.0,0
HTL0202,2024-04-15,2024-04-18,,1.0,0,13814.36,,,0
HTL0268,2025-10-01,2025-10-04,IOS APP,8.0,1,8767.73,6389.77,65.7,0
HTL0298,2025-01-02,2025-01-06,,1.0,0,9781.34,,28.0,0
HTL0289,2024-11-19,2024-12-05,Mobile Web,1.0,0,7916.4,7837.85,63.6,0
HTL0233,2025-11-15,2025-11-15,,3.0,1,9297.21,,,0
HTL0207,2024-10-19,2024-10-20,android app,1.0,0,10736.8,11755.69,53.3,0
HTL0018,2024-05-13,2024-06-04,Android App,8.0,0,10231.35,9270.6,62.5,0
HTL0084,2026-08-08,2026-08-26,iOS App,1.0,0,6268.38,,84.7,0
HTL0238,2025-06-07,2025-06-25,iOS App,1.0,1,6881.78,7352.8,48.9,0
HTL0205,2024-03-27,2024-04-06,,10.0,1,8829.42,7500.58,57.5,0
HTL0149,2025-07-19,2025-08-10,,5.0,1,11647.57,,28.2,0
HTL0158,2026-02-16,2026-03-01,android app,,1,12043.64,,79.9,0
HTL0295,2024-09-29,2024-10-27,iOS App,2.0,1,10251.68,10991.71,,0
HTL0198,2024-10-08,2024-10-10,,1.0,0,9857.93,,33.8,0
HTL0212,2025-08-27,2025-09-17,Android App,1.0,0,11230.81,,,0
HTL0245,2025-06-14,2025-06-23,,1.0,1,7451.58,,74.1,0
HTL0264,2024-11-28,2024-12-06,IOS APP,1.0,0,9581.38,,49.1,0
HTL0074,2024-10-06,2024-10-29,IOS APP,1.0,0,4185.26,,93.4,0
HTL0296,2024-02-27,2024-03-07,,3.0,1,6347.68,6953.94,51.6,0
HTL0066,2024-10-05,2024-10-21,iOS App,2.0,0,11463.84,11677.6,37.5,0
HTL0082,2023-12-30,2024-02-24,android app,2.0,0,14663.79,,,0
HTL0055,2024-11-22,2024-11-30,iOS App,1.0,1,8971.37,10457.28,44.9,1
HTL0149,2026-06-11,2026-06-25,Desktop Web,1.0,1,9177.02,,67.9,0
HTL0054,2026-01-29,2026-03-29,,1.0,1,11760.64,10374.88,62.5,0
HTL0063,2025-02-26,2025-03-22,Mobile Web,11.0,1,11290.35,,,0
HTL0032,2026-02-15,2026-02-16,,7.0,1,6892.34,,41.0,1
HTL0135,2024-05-18,2024-05-31,iOS App,1.0,0,9820.94,10216.51,56.3,0
HTL0267,2025-01-08,2025-02-19,,32.0,0,12623.89,,70.1,0
HTL0045,2025-05-03,2025-06-02,iOS App,4.0,1,8907.91,,67.3,1
HTL0069,2025-02-12,2025-03-19,android app,5.0,0,8412.75,,46.3,0
HTL0152,2025-11-04,2025-11-16,android app,4.0,0,10656.66,,57.8,0
HTL0266,2026-06-08,2026-07-25,,1.0,0,6519.74,6217.22,56.6,0
HTL0047,2025-02-02,2025-02-14,Desktop Web,1.0,0,13047.45,,,0
HTL0226,2024-09-14,2024-09-15,,1.0,0,12690.66,11960.18,37.9,0
HTL0168,2026-01-19,2026-01-27,Android App,1.0,1,10964.33,,36.5,0
HTL0203,2025-02-14,2025-03-15,Desktop Web,4.0,1,9988.3,,,0
HTL0046,2024-11-18,2024-11-21,Android App,4.0,0,7774.05,8802.45,,0
HTL0262,2026-05-12,2026-05-14,iOS App,6.0,1,4710.58,4073.81,53.8,0
HTL0291,2024-07-09,2024-07-17,android app,,0,6389.55,,57.9,0
HTL0254,2024-07-21,2024-07-25,,1.0,1,7828.85,7504.32,36.3,0
HTL0176,2024-06-14,2024-06-27,android app,5.0,0,11530.31,,52.8,0
HTL0082,2023-10-20,2023-11-05,Mobile Web,4.0,0,13291.32,,10.2,0
HTL0183,2025-07-06,2025-07-21,Desktop Web,3.0,0,6446.74,6407.95,46.5,0
HTL0278,2025-02-26,2025-02-26,Desktop Web,1.0,0,8304.36,7985.66,28.7,0
HTL0054,2025-02-13,2025-02-15,iOS App,6.0,0,11990.54,13900.85,97.2,0
HTL0212,2024-07-12,2024-08-17,Android App,1.0,0,12751.48,,51.6,0
HTL0134,2025-06-28,2025-06-28,Android App,4.0,1,6889.99,,59.4,0
HTL0218,2026-06-18,2026-06-19,IOS APP,2.0,0,10922.88,,,0
HTL0299,2025-04-13,2025-04-15,,1.0,0,14383.03,,57.4,0
HTL0255,2025-07-08,2025-07-14,android app,4.0,1,6506.57,,50.2,0
HTL0247,2026-04-28,2026-04-30,iOS App,3.0,1,10330.39,,61.7,0
HTL0034,2024-02-21,2024-04-12,Desktop Web,1.0,0,10130.45,,46.2,0
HTL0296,2025-05-18,2025-05-24,,4.0,0,7514.71,,20.5,0
HTL0153,2024-04-08,2024-04-15,,18.0,0,7042.31,,60.0,0
HTL0151,2025-07-10,2025-09-08,iOS App,6.0,0,8614.24,9389.12,61.0,0
HTL0116,2024-01-10,2024-01-13,android app,26.0,0,14622.06,14076.32,66.7,0
HTL0114,2023-09-17,2023-10-01,iOS App,5.0,1,9123.28,,77.6,0
HTL0102,2026-04-01,2026-04-08,Android App,11.0,0,6846.01,,,0
HTL0051,2024-01-10,2024-01-19,iOS App,25.0,0,11933.17,11054.89,59.5,0
HTL0227,2026-04-20,2026-04-21,IOS APP,1.0,0,10003.99,9908.63,,0
HTL0170,2025-02-03,2025-02-23,IOS APP,1.0,1,9625.06,7395.04,,0
HTL0260,2024-09-22,2024-10-04,iOS App,1.0,0,10812.59,9924.57,68.7,0
HTL0106,2025-12-30,2026-01-14,android app,22.0,1,10387.33,10003.18,88.0,0
HTL0079,2024-06-10,2024-06-16,android app,4.0,0,6202.62,,43.3,0
HTL0082,2024-08-20,2024-08-20,android app,2.0,1,10158.46,9785.82,,0
HTL0014,2026-01-06,2026-01-13,Android App,23.0,0,9438.11,,71.2,0
HTL0104,2024-02-19,2024-04-15,android app,7.0,1,10217.02,8464.37,,0
HTL0237,2026-05-04,2026-05-04,,1.0,0,14592.61,13424.94,37.6,0
HTL0243,2026-05-26,2026-06-17,iOS App,1.0,0,7700.71,7683.03,,0
HTL0095,2024-11-30,2024-12-08,,1.0,1,8705.23,,79.8,0
HTL0239,2023-09-22,2023-10-05,IOS APP,9.0,0,9099.49,,58.0,0
HTL0055,2025-03-03,2025-03-03,Android App,11.0,0,8234.9,10410.45,25.0,0
HTL0213,2024-09-20,2024-10-25,,21.0,0,11615.91,11691.83,57.3,0
HTL0138,2025-04-16,2025-04-18,Android App,1.0,0,11013.1,,78.2,0
HTL0258,2023-11-29,2023-12-08,android app,3.0,0,6134.69,,42.8,0
HTL0214,2025-05-07,2025-05-08,android app,13.0,0,6747.88,,,0
HTL0078,2025-02-12,2025-02-14,Android App,1.0,0,6173.43,,,0
HTL0091,2025-02-14,2025-02-24,Mobile Web,1.0,1,9871.59,10330.12,,0
HTL0288,2025-06-20,2025-07-02,,8.0,0,8229.48,,40.9,0
HTL0203,2025-08-08,2025-08-20,Android App,1.0,1,7390.11,9716.2,68.9,0
HTL0100,2023-12-16,2024-01-13,Android App,9.0,1,13491.39,13889.83,42.6,0
HTL0161,2024-09-18,2024-09-19,android app,1.0,0,5990.11,5739.27,68.7,0
HTL0044,2026-05-16,2026-07-05,,27.0,0,12993.61,14514.63,41.9,0
HTL0293,2024-07-21,2024-07-25,android app,2.0,0,9813.16,9383.62,50.0,0
HTL0174,2023-12-25,2023-12-28,Android App,15.0,0,10770.49,10940.32,54.6,0
HTL0122,2025-08-12,2025-08-31,android app,,0,3385.38,3229.42,38.5,0
HTL0073,2026-09-04,2026-10-03,,5.0,1,5587.81,5265.41,,0
HTL0168,2024-11-11,2024-11-27,Android App,10.0,1,8381.4,8270.65,48.9,0
HTL0105,2025-11-11,2025-11-20,,,1,8417.23,,25.7,0
HTL0245,2025-11-03,2025-11-12,iOS App,5.0,1,6054.79,7555.13,82.9,0
HTL0181,2024-01-11,2024-02-08,iOS App,6.0,0,8900.42,,41.6,0
HTL0259,2026-06-21,2026-07-10,iOS App,1.0,1,9088.32,10782.13,41.9,0
HTL0037,2025-10-17,2025-10-25,Desktop Web,3.0,0,11570.13,,62.8,0
HTL0257,2025-09-11,2025-10-13,Desktop Web,14.0,0,9506.38,,58.6,0
HTL0158,2024-09-10,2024-09-17,IOS APP,9.0,0,11615.95,9762.69,43.8,0
HTL0037,2026-03-22,2026-03-31,,25.0,0,10496.35,,46.6,0
HTL0118,2023-11-02,2023-12-17,,5.0,1,9144.3,,65.9,0
HTL0231,2025-11-06,2025-11-26,,11.0,1,11970.88,,34.7,0
HTL0082,2026-07-10,2026-08-11,Android App,3.0,0,10885.36,,30.0,0
HTL0172,2024-11-21,2024-11-22,Android App,8.0,0,10280.19,10652.84,36.0,0
HTL0151,2026-06-09,2026-06-12,Desktop Web,1.0,1,10961.26,,46.2,0
HTL0252,2025-02-24,2025-03-01,IOS APP,8.0,1,6168.12,,,0
HTL0133,2023-12-14,2024-01-08,iOS App,1.0,1,8599.52,,,0
HTL0193,2025-11-30,2025-12-18,,22.0,0,9220.18,,39.3,0
HTL0203,2025-08-04,2025-08-21,Android App,10.0,0,6493.96,6284.65,18.9,0
HTL0205,2026-06-16,2026-06-20,android app,23.0,0,10052.02,,58.2,0
HTL0286,2023-12-27,2024-01-03,Mobile Web,15.0,1,14281.45,14728.31,50.8,0
HTL0203,2025-07-01,2025-07-25,Android App,18.0,0,7286.58,6775.77,63.8,0
HTL0015,2023-12-03,2023-12-16,,2.0,0,10791.41,12325.68,,0
HTL0238,2024-05-11,2024-06-16,,4.0,1,7803.17,,38.7,0
HTL0170,2024-08-18,2024-09-05,android app,15.0,1,10026.86,,20.2,0
HTL0060,2025-02-12,2025-02-14,iOS App,1.0,1,3789.76,,,0
HTL0293,2024-07-06,2024-07-17,,1.0,0,9229.4,,63.2,0
HTL0292,2026-07-17,2026-08-12,Desktop Web,1.0,0,10038.87,11318.54,42.9,0
HTL0140,2024-08-30,2024-09-10,Android App,10.0,0,7946.36,,20.0,0
HTL0038,2024-06-29,2024-07-11,,1.0,0,8059.31,9449.48,32.9,0
HTL0170,2025-08-04,2025-08-04,android app,5.0,0,11251.03,,52.2,0
HTL0145,2024-04-10,2024-04-24,,9.0,0,8253.23,8631.11,77.0,0
HTL0002,2025-05-31,2025-06-12,IOS APP,14.0,0,9574.22,,38.4,0
HTL0016,2024-12-31,2025-01-03,android app,2.0,0,16249.18,14653.98,64.3,0
HTL0074,2023-12-29,2024-01-13,Android App,1.0,0,5205.7,,54.0,0
HTL0139,2024-02-08,2024-04-06,IOS APP,11.0,0,12615.79,15366.39,66.4,0
HTL0154,2024-10-28,2024-11-09,,1.0,1,6699.97,,54.9,0
HTL0050,2025-05-31,2025-06-21,Mobile Web,1.0,0,10541.72,,67.5,0
HTL0129,2024-04-17,2024-05-15,iOS App,25.0,0,6627.48,,80.1,0
HTL0070,2023-12-11,2023-12-24,Desktop Web,4.0,0,12797.27,11067.77,70.8,0
HTL0270,2025-04-24,2025-05-18,android app,1.0,1,8940.93,,46.2,0
HTL0132,2024-07-20,2024-07-20,,9.0,0,9121.86,10741.12,15.1,0
HTL0133,2026-06-29,2026-07-13,Mobile Web,2.0,1,10827.68,13061.68,76.1,0
HTL0277,2025-06-22,2025-06-22,,1.0,1,9900.84,,36.1,0
HTL0291,2026-02-20,2026-03-17,Desktop Web,2.0,0,5907.6,,,0
HTL0253,2025-01-29,2025-02-14,Android App,1.0,1,10777.73,10492.76,47.2,0
HTL0001,2025-07-08,2025-08-06,android app,1.0,0,7583.11,,62.0,0
HTL0113,2024-08-01,2024-08-11,,6.0,1,7114.79,8263.96,71.1,0
HTL0048,2026-04-24,2026-04-29,iOS App,13.0,1,9522.13,11223.01,43.4,0
HTL0036,2024-08-14,2024-08-16,,1.0,0,7379.68,6562.64,44.1,0
HTL0211,2024-03-13,2024-03-16,,4.0,0,9844.74,,36.9,0
HTL0010,2024-06-01,2024-06-04,,8.0,1,11345.89,12762.37,36.4,0
HTL0195,2023-11-19,2023-12-03,,27.0,0,10205.65,9477.37,34.8,0
HTL0269,2024-03-19,2024-04-05,Mobile Web,1.0,1,14744.49,,89.4,0
HTL0241,2025-05-04,2025-05-08,,6.0,1,7840.5,,5.0,0
HTL0042,2026-05-31,2026-06-01,IOS APP,26.0,0,9170.22,10536.95,78.6,0
HTL0102,2023-12-13,2024-01-04,,3.0,0,7955.25,,,0
HTL0214,2024-04-16,2024-05-21,android app,2.0,1,7246.98,,58.3,0
HTL0102,2025-12-27,2026-01-12,,19.0,0,7095.42,7237.27,,0
HTL0195,2025-11-04,2025-11-11,Android App,1.0,0,10274.99,,29.6,0
HTL0202,2023-12-15,2023-12-16,Android App,3.0,0,13186.32,13387.93,5.9,0
HTL0122,2025-02-12,2025-02-17,Android App,1.0,1,4271.84,4994.2,38.2,0
HTL0101,2024-06-16,2024-06-17,,15.0,0,11809.77,10407.17,36.9,0
HTL0032,2024-12-17,2024-12-23,Android App,1.0,1,8837.71,6878.52,47.1,0
HTL0279,2026-01-09,2026-01-09,Desktop Web,,0,9780.52,7096.57,53.3,0
HTL0221,2025-03-07,2025-03-07,android app,2.0,1,7983.16,,,0
HTL0141,2026-02-05,2026-02-07,iOS App,29.0,0,14117.25,,46.2,0
HTL0055,2025-11-19,2025-11-30,,18.0,1,8951.21,10103.96,,0
HTL0073,2023-11-24,2023-12-01,IOS APP,10.0,0,5643.71,,,0
HTL0064,2023-11-21,2023-11-23,Android App,6.0,1,10247.34,8673.68,55.2,1
HTL0131,2023-09-28,2023-09-30,iOS App,4.0,0,9484.24,9078.42,,0
HTL0121,2025-12-08,2025-12-18,Android App,3.0,0,8475.59,8018.66,58.4,0
HTL0242,2023-09-25,2023-10-11,Desktop Web,6.0,0,13145.52,,37.4,0
HTL0135,2024-10-10,2024-10-10,Android App,15.0,1,8127.64,,,1
HTL0225,2024-12-26,2025-02-01,Android App,5.0,1,8378.58,7159.36,37.5,1
HTL0221,2025-03-22,2025-05-05,android app,5.0,1,8239.79,6430.32,65.2,0
HTL0139,2026-06-01,2026-07-18,,3.0,0,12252.95,15259.72,61.9,0
HTL0247,2025-09-30,2025-10-02,Mobile Web,1.0,0,9253.68,,,0
HTL0254,2024-02-20,2024-03-02,Android App,1.0,1,9466.83,,33.9,0
HTL0169,2026-03-07,2026-03-10,,30.0,0,8768.1,,10.8,0
HTL0187,2025-03-19,2025-03-31,iOS App,3.0,0,9412.39,8526.73,67.0,0
HTL0245,2023-09-23,2023-09-28,android app,3.0,0,7249.84,8725.91,42.7,0
HTL0106,2025-04-18,2025-04-18,Android App,1.0,1,9478.02,9643.38,21.1,0
HTL0084,2024-05-29,2024-05-31,Desktop Web,6.0,0,8326.35,8576.83,69.3,0
HTL0148,2025-08-18,2025-09-01,iOS App,18.0,0,6592.92,,69.8,0
HTL0251,2023-10-23,2023-10-28,iOS App,,0,13546.41,,34.3,0
HTL0145,2026-04-14,2026-04-19,,25.0,1,7884.98,6557.65,59.0,1
HTL0029,2024-03-16,2024-03-16,Android App,1.0,0,13681.04,12969.7,36.5,0
HTL0221,2024-05-08,2024-05-26,Desktop Web,24.0,0,9247.09,9138.27,70.4,0
HTL0266,2024-02-08,2024-02-12,android app,9.0,1,6425.2,7847.41,26.1,1
HTL0127,2024-03-30,2024-04-09,Android App,12.0,1,9245.1,9761.69,25.1,0
HTL0176,2024-11-10,2025-01-03,,1.0,1,14445.18,,43.0,0
HTL0242,2024-01-11,2024-01-24,Android App,2.0,1,10976.15,,41.0,0
HTL0024,2024-12-14,2025-01-03,Mobile Web,9.0,0,17220.03,,44.1,0
HTL0145,2025-08-11,2025-08-23,Android App,37.0,0,8387.82,7478.16,80.4,0
HTL0096,2026-08-05,2026-08-19,android app,5.0,0,8919.12,7552.76,42.9,0
HTL0228,2024-02-05,2024-02-08,,14.0,1,10699.05,10297.68,73.5,0
HTL0088,2025-06-12,2025-06-18,Desktop Web,10.0,0,10340.24,11597.37,62.7,0
HTL0240,2024-06-20,2024-07-12,,15.0,0,8550.21,8583.18,,0
HTL0225,2024-11-12,2024-11-16,,6.0,1,9298.89,9529.04,74.7,0
HTL0254,2025-12-02,2025-12-10,,5.0,0,8167.79,7792.22,40.5,0
HTL0162,2025-05-14,2025-05-22,Android App,8.0,0,3912.66,4126.93,,0
HTL0031,2025-04-07,2025-04-17,iOS App,6.0,1,10271.03,,51.1,0
HTL0251,2026-01-20,2026-01-29,IOS APP,14.0,0,12970.89,11909.03,52.7,0
HTL0148,2026-07-30,2026-08-14,iOS App,2.0,1,9955.59,9507.78,19.8,0
HTL0117,2026-06-24,2026-07-06,iOS App,5.0,1,7797.65,6004.44,25.7,0
HTL0276,2026-05-14,2026-06-29,Android App,2.0,0,9573.65,9604.66,50.3,0
HTL0082,2025-11-15,2025-11-27,Android App,3.0,1,12150.11,,,0
HTL0151,2024-08-14,2024-08-30,IOS APP,10.0,0,9953.86,,48.9,0
HTL0267,2024-07-13,2024-08-05,android app,2.0,0,11507.33,,85.3,0
HTL0002,2026-09-05,2026-09-19,Android App,8.0,1,10585.66,,,1
HTL0097,2026-01-10,2026-01-15,Android App,16.0,0,6744.6,,56.4,0
HTL0153,2023-10-18,2023-11-15,Android App,4.0,0,6701.46,,,0
HTL0032,2024-03-02,2024-03-08,Desktop Web,8.0,0,6677.44,6592.65,53.0,0
HTL0192,2025-08-29,2025-09-19,iOS App,4.0,0,6798.8,,65.0,0
HTL0255,2026-01-02,2026-01-03,Mobile Web,7.0,0,8610.96,8277.54,82.6,0
HTL0253,2025-05-17,2025-05-29,,12.0,0,8039.52,6677.85,55.1,0
HTL0135,2026-02-15,2026-03-04,Mobile Web,2.0,1,11175.44,8536.62,55.0,1
HTL0290,2026-02-27,2026-03-06,IOS APP,16.0,0,11525.13,,67.5,0
HTL0093,2025-02-13,2025-04-21,android app,1.0,0,6431.73,,,0
HTL0110,2024-11-06,2024-11-19,,27.0,0,7116.87,,52.5,0
HTL0293,2024-03-14,2024-04-12,Mobile Web,9.0,1,10998.17,12588.53,63.8,0
HTL0157,2024-01-07,2024-02-12,Desktop Web,2.0,0,10503.09,12825.16,57.5,0
HTL0194,2026-02-06,2026-02-23,Desktop Web,1.0,0,8414.55,8944.9,25.2,0
HTL0118,2026-09-10,2026-09-18,Android App,1.0,1,8801.45,,,0
HTL0119,2024-09-14,2024-10-11,,5.0,0,14062.21,,64.7,0
HTL0004,2025-05-10,2025-05-20,Android App,,0,10981.79,13050.77,38.6,0
HTL0182,2024-10-11,2024-11-05,iOS App,20.0,0,13260.24,,73.4,0
HTL0133,2024-12-05,2024-12-19,Android App,5.0,0,10160.67,11528.46,35.1,0
HTL0085,2026-05-30,2026-07-11,android app,1.0,1,9483.45,8756.73,34.9,0
HTL0228,2025-08-24,2025-09-28,,25.0,0,12933.48,,6.2,0
HTL0160,2026-01-22,2026-02-27,android app,6.0,0,8371.06,9061.44,,0
HTL0138,2025-01-28,2025-02-11,,5.0,0,7954.79,7071.55,72.9,0
HTL0170,2023-09-28,2023-10-05,IOS APP,31.0,0,9107.07,,35.6,0
HTL0044,2025-08-09,2025-08-17,android app,22.0,0,10643.98,,59.3,0
HTL0262,2026-04-04,2026-04-12,,2.0,0,4022.85,,61.1,0
HTL0094,2024-07-10,2024-08-11,Android App,16.0,0,7746.22,,31.5,0
HTL0151,2024-09-19,2024-11-11,Android App,9.0,0,9158.24,7479.52,34.5,0
HTL0204,2025-06-15,2025-07-11,,11.0,0,8175.4,7894.41,63.7,0
HTL0003,2026-09-03,2026-09-29,Desktop Web,1.0,1,6747.35,,62.9,1
HTL0163,2025-01-24,2025-02-05,IOS APP,2.0,1,6722.94,8412.3,44.5,0
HTL0038,2023-10-20,2023-11-10,Desktop Web,8.0,0,12441.5,11259.6,87.2,0
HTL0162,2024-08-29,2024-09-05,android app,1.0,0,4424.63,,,0
HTL0185,2025-02-15,2025-02-20,iOS App,3.0,0,8506.37,9128.58,,0
HTL0137,2026-05-27,2026-07-04,Mobile Web,2.0,1,12948.34,,61.2,0
HTL0284,2024-08-15,2024-08-21,,,0,6478.33,4506.04,100.0,0
HTL0245,2025-12-12,2026-01-09,android app,12.0,0,7082.18,,69.6,0
HTL0102,2025-04-17,2025-05-03,,2.0,1,8080.5,9215.93,52.2,0
HTL0164,2026-04-23,2026-04-25,iOS App,14.0,0,10011.1,,49.5,0
HTL0017,2024-10-02,2024-10-19,,5.0,1,10505.75,9748.23,38.3,0
HTL0041,2025-02-26,2025-02-27,,1.0,0,8742.46,,40.9,0
HTL0269,2025-12-03,2025-12-25,,11.0,0,18763.37,,57.1,0
HTL0264,2024-06-01,2024-06-09,android app,5.0,0,6944.02,7340.44,5.0,0
HTL0188,2024-07-31,2024-08-07,Android App,1.0,1,12039.1,,39.8,0
HTL0037,2025-03-06,2025-04-02,,1.0,1,10911.39,10155.94,44.2,0
HTL0008,2024-11-17,2024-11-21,Desktop Web,1.0,1,12497.73,,66.8,1
HTL0216,2024-08-20,2024-08-24,iOS App,3.0,1,11439.06,,,0
HTL0199,2024-02-16,2024-02-18,,1.0,1,7538.58,7253.67,41.1,0
HTL0055,2026-03-19,2026-03-23,android app,1.0,0,8620.61,,40.6,0
HTL0237,2025-01-01,2025-01-24,,5.0,0,16008.71,,70.9,0
HTL0267,2026-08-07,2026-08-16,,7.0,1,11694.11,,11.8,0
HTL0172,2025-06-12,2025-06-29,Desktop Web,23.0,0,12480.44,,50.4,0
HTL0297,2024-01-28,2024-01-30,Desktop Web,2.0,1,8478.13,,31.9,0
HTL0065,2026-02-18,2026-02-22,android app,6.0,0,6606.79,,40.4,0
HTL0159,2025-12-11,2025-12-24,Desktop Web,16.0,1,10440.63,,81.8,1
HTL0072,2026-03-05,2026-03-15,,1.0,1,10691.82,,32.5,0
HTL0169,2026-09-12,2026-09-14,Android App,5.0,0,9976.94,10764.48,36.4,0
HTL0260,2023-09-18,2023-09-19,Android App,11.0,0,9885.61,9855.61,45.8,0
HTL0104,2026-04-14,2026-05-24,Desktop Web,14.0,1,9861.59,9200.13,88.6,0
HTL0003,2024-06-04,2024-06-14,Desktop Web,4.0,1,9872.51,,5.0,0
HTL0003,2025-01-30,2025-02-10,,9.0,1,7394.25,6936.78,37.9,1
HTL0163,2025-12-06,2025-12-29,Android App,22.0,0,7206.35,,64.0,0
HTL0070,2024-11-03,2024-11-05,iOS App,13.0,0,9484.65,9982.12,78.5,0
HTL0243,2026-08-29,2026-09-03,android app,2.0,0,8543.87,9391.51,43.6,0
HTL0060,2024-02-15,2024-03-04,iOS App,2.0,0,3043.21,3102.0,40.5,0
HTL0093,2025-04-30,2025-04-30,Desktop Web,3.0,1,8071.95,8282.54,,0
HTL0183,2025-08-30,2025-08-31,android app,1.0,0,7454.87,,,0
HTL0106,2024-09-06,2024-09-17,Mobile Web,3.0,0,9466.12,,19.4,0
HTL0237,2025-04-16,2025-05-25,,,0,10498.5,,57.2,0
HTL0284,2024-11-25,2024-12-27,,6.0,0,8758.92,,48.2,0
HTL0089,2024-12-20,2025-01-21,iOS App,7.0,1,9398.66,8490.2,75.5,0
HTL0145,2024-07-17,2024-08-26,android app,18.0,0,9064.49,8802.2,61.7,0
